id,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
6686923,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,90273,,Plantae,Magnoliophyta,,Lamiales,Plantaginaceae,"Callitriche peploides",Nutt.,Callitriche,peploides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f1d8a768-692e-4552-b916-4602c077d0a5,http://sernecportal.org/portal/collections/individual/index.php?occid=6686923,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000090273.jpg
6686922,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,90274,,Plantae,Magnoliophyta,,Lamiales,Plantaginaceae,"Callitriche peploides",Nutt.,Callitriche,peploides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b309e3ac-cc65-4c0e-86a8-983e35db4997,http://sernecportal.org/portal/collections/individual/index.php?occid=6686922,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000090274.jpg
6653967,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,93994,,Plantae,Magnoliophyta,,Lamiales,Acanthaceae,"Beloperone guttata",Brandegee,Beloperone,guttata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:29631f76-a16c-4079-9d0d-1880b7b96a81,http://sernecportal.org/portal/collections/individual/index.php?occid=6653967,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093994.jpg
6653968,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,93995,,Plantae,Magnoliophyta,,Lamiales,Acanthaceae,"Beloperone guttata",Brandegee,Beloperone,guttata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ba4d7e0e-188d-4329-8dc9-910dad46468a,http://sernecportal.org/portal/collections/individual/index.php?occid=6653968,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093995.jpg
6653969,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,93996,,Plantae,Magnoliophyta,,Lamiales,Acanthaceae,"Beloperone guttata",Brandegee,Beloperone,guttata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8d2194f3-19fd-4c5b-a5de-d706ba56ccc6,http://sernecportal.org/portal/collections/individual/index.php?occid=6653969,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093996.jpg
6690454,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94005,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:062c31a5-39fb-4553-8fbe-bcf91177b1ae,http://sernecportal.org/portal/collections/individual/index.php?occid=6690454,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094005.jpg
6690455,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94006,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b7ad2843-d57d-4428-a58a-cdd29054cc3c,http://sernecportal.org/portal/collections/individual/index.php?occid=6690455,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094006.jpg
6690456,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94007,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:834d6828-b139-4698-b17b-b9d8e531e8f3,http://sernecportal.org/portal/collections/individual/index.php?occid=6690456,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094007.jpg
6690457,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94008,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6cea9953-dcaa-44db-8d29-dfdc185c20f1,http://sernecportal.org/portal/collections/individual/index.php?occid=6690457,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094008.jpg
6690458,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94009,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:47f584f6-cce1-43d1-bc68-2902af8d81b5,http://sernecportal.org/portal/collections/individual/index.php?occid=6690458,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094009.jpg
6690459,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94010,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8416cf0d-d007-4a19-afa5-5d25b07965ec,http://sernecportal.org/portal/collections/individual/index.php?occid=6690459,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094010.jpg
6690460,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94011,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:712bb189-211c-46ce-aae7-425b9e72c477,http://sernecportal.org/portal/collections/individual/index.php?occid=6690460,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094011.jpg
6690462,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94012,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:37df6f6f-8098-4751-bd26-d9dc6720d73c,http://sernecportal.org/portal/collections/individual/index.php?occid=6690462,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094012.jpg
6690463,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94013,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e91cd1dd-2f31-4e7f-9ef6-2019a24e2909,http://sernecportal.org/portal/collections/individual/index.php?occid=6690463,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094013.jpg
6690464,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94014,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:afc16d76-9da4-4264-ac92-59c64c6908d9,http://sernecportal.org/portal/collections/individual/index.php?occid=6690464,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094014.jpg
6690465,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94015,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cf8013a0-b7a3-4db6-89ef-34d9daab3bf2,http://sernecportal.org/portal/collections/individual/index.php?occid=6690465,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094015.jpg
6690467,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94016,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6aa64c92-f368-4ddf-9b6a-7f6edc68071f,http://sernecportal.org/portal/collections/individual/index.php?occid=6690467,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094016.jpg
6690468,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94017,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Maine,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:836f1a12-e1ca-46a2-b8dc-452ef46cd7cc,http://sernecportal.org/portal/collections/individual/index.php?occid=6690468,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094017.jpg
6690453,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94018,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bd332cac-1b66-4d12-856c-c84ec83be0e4,http://sernecportal.org/portal/collections/individual/index.php?occid=6690453,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094018.jpg
6690469,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94019,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Maryland,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c761ccca-087f-4269-88a1-8655673fbb35,http://sernecportal.org/portal/collections/individual/index.php?occid=6690469,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094019.jpg
6690470,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94020,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Massachusetts,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:256e0542-6a73-4b41-b67b-82182d110ae7,http://sernecportal.org/portal/collections/individual/index.php?occid=6690470,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094020.jpg
6690472,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94021,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d28a9f13-8ca8-4cc9-ac6c-446493db5bc2,http://sernecportal.org/portal/collections/individual/index.php?occid=6690472,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094021.jpg
6690473,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94022,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6d4f3131-113c-4efc-bd0f-99b97a526a82,http://sernecportal.org/portal/collections/individual/index.php?occid=6690473,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094022.jpg
6690474,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94023,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:12e0e678-f824-4b8a-8d05-a26e61a67cf2,http://sernecportal.org/portal/collections/individual/index.php?occid=6690474,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094023.jpg
6690475,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94024,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9a7ca2a3-4806-4ed2-ab97-074c960a8b6d,http://sernecportal.org/portal/collections/individual/index.php?occid=6690475,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094024.jpg
6690443,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94025,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:41baad73-670f-4e57-82fa-8902c1e35d77,http://sernecportal.org/portal/collections/individual/index.php?occid=6690443,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094025.jpg
6690442,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94026,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d231db05-e8c9-49d0-99ba-b396489929c8,http://sernecportal.org/portal/collections/individual/index.php?occid=6690442,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094026.jpg
6690441,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94027,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9a69e2c3-015d-4db2-8397-c2ca6cf0d491,http://sernecportal.org/portal/collections/individual/index.php?occid=6690441,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094027.jpg
6690446,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94028,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:27d2d28c-e16f-4213-aa04-57f974b6176c,http://sernecportal.org/portal/collections/individual/index.php?occid=6690446,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094028.jpg
6690445,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94029,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:aadccd8e-6b0b-43b2-b748-bc5fa65d2293,http://sernecportal.org/portal/collections/individual/index.php?occid=6690445,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094029.jpg
6690447,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94030,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e687d4f7-4640-4a33-a71e-5c6526613f43,http://sernecportal.org/portal/collections/individual/index.php?occid=6690447,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094030.jpg
6690448,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94031,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Virginia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4acb088f-7ad4-4d08-bc55-f8dbce57e910,http://sernecportal.org/portal/collections/individual/index.php?occid=6690448,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094031.jpg
6690449,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94032,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:572e9466-c526-4d45-814d-a39f6adf28cc,http://sernecportal.org/portal/collections/individual/index.php?occid=6690449,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094032.jpg
6690450,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94033,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Tennessee,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c174d19d-b40e-40d5-8a4b-cb36b303c29c,http://sernecportal.org/portal/collections/individual/index.php?occid=6690450,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094033.jpg
6690451,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94034,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra acuminata",Michx.,Clethra,acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:26ffd190-2df9-42e4-a6c7-d1ef168c68f7,http://sernecportal.org/portal/collections/individual/index.php?occid=6690451,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094034.jpg
6690477,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94035,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f6be2e3c-13e6-4fb5-87bb-e426b4295f21,http://sernecportal.org/portal/collections/individual/index.php?occid=6690477,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094035.jpg
6690476,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94036,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:76365620-0664-494a-aa36-abe15714c3d2,http://sernecportal.org/portal/collections/individual/index.php?occid=6690476,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094036.jpg
6690497,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94037,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra tomentosa",Lam.,Clethra,tomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9e98d797-851f-4181-80cb-4e65ce10e16c,http://sernecportal.org/portal/collections/individual/index.php?occid=6690497,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094037.jpg
6690495,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94038,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra tomentosa",Lam.,Clethra,tomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a06ae1db-c7e8-437a-a7a4-16980e256c03,http://sernecportal.org/portal/collections/individual/index.php?occid=6690495,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094038.jpg
6690494,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94039,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra tomentosa",Lam.,Clethra,tomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b3740ec7-1cb6-42ae-a1a0-99b966a684c2,http://sernecportal.org/portal/collections/individual/index.php?occid=6690494,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094039.jpg
6690493,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94040,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra tomentosa",Lam.,Clethra,tomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8d17ec6c-def7-4d2b-8a29-c2ed52ef5613,http://sernecportal.org/portal/collections/individual/index.php?occid=6690493,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094040.jpg
6690478,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94041,,Plantae,Magnoliophyta,,Ericales,Clethraceae,"Clethra alnifolia",L.,Clethra,alnifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0f1c79fd-309d-4059-8717-51791ef98d04,http://sernecportal.org/portal/collections/individual/index.php?occid=6690478,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094041.jpg
