id,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
6685402,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104683,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9b294b5e-da5d-41d6-81a3-a97d4656d162,http://sernecportal.org/portal/collections/individual/index.php?occid=6685402,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104683.jpg
6685403,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104684,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:588c2407-fc9a-4c7b-876a-5304e0c8ee0b,http://sernecportal.org/portal/collections/individual/index.php?occid=6685403,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104684.jpg
6685406,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104686,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3bcde401-8f09-40bf-8e0c-378569273b80,http://sernecportal.org/portal/collections/individual/index.php?occid=6685406,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104686.jpg
6685404,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104685,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9bbce5da-d032-42b5-be9e-9d62069ea748,http://sernecportal.org/portal/collections/individual/index.php?occid=6685404,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104685.jpg
6685408,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104687,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Minnesota,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:67218447-bb2f-481e-946a-37fbdb200398,http://sernecportal.org/portal/collections/individual/index.php?occid=6685408,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104687.jpg
6685410,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104688,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:453b3523-1248-44ca-9189-14f73f81db61,http://sernecportal.org/portal/collections/individual/index.php?occid=6685410,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104688.jpg
6685411,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104689,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bdcaf81a-5e82-49dd-88f9-6aea3a8e165d,http://sernecportal.org/portal/collections/individual/index.php?occid=6685411,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104689.jpg
6685412,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104690,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Indiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a3c0ebf8-8827-4ee5-aec6-4ba780781a25,http://sernecportal.org/portal/collections/individual/index.php?occid=6685412,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104690.jpg
6685414,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104691,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Indiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ce28ded2-0d01-4a6c-b60b-b0c83d43ed32,http://sernecportal.org/portal/collections/individual/index.php?occid=6685414,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104691.jpg
6685415,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104692,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,Quebec,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5e648096-8b77-4632-ace6-145b50d71a20,http://sernecportal.org/portal/collections/individual/index.php?occid=6685415,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104692.jpg
6685416,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104693,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d583505d-d408-4656-b757-b1741733c690,http://sernecportal.org/portal/collections/individual/index.php?occid=6685416,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104693.jpg
6685417,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104694,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Michigan,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cf1b47e7-bb30-48f7-bb33-e4be7d679d0e,http://sernecportal.org/portal/collections/individual/index.php?occid=6685417,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104694.jpg
6685419,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104695,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Minnesota,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:28c5b01d-04e2-476d-8813-813667b131ad,http://sernecportal.org/portal/collections/individual/index.php?occid=6685419,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104695.jpg
6685421,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104696,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Wisconsin,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:75a496e4-3a51-42c4-a4da-74112896e5b8,http://sernecportal.org/portal/collections/individual/index.php?occid=6685421,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104696.jpg
6685422,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104697,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Wisconsin,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a5ece0b2-501b-426a-bc2f-d6a64a16cb14,http://sernecportal.org/portal/collections/individual/index.php?occid=6685422,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104697.jpg
6685423,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104698,,Plantae,Magnoliophyta,,Fagales,Betulaceae,"Betula papyrifera",Marsh.,Betula,papyrifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Wisconsin,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1f6f4c88-840c-4dc9-b9e8-7a11a6271688,http://sernecportal.org/portal/collections/individual/index.php?occid=6685423,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104698.jpg
6692427,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104700,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rapistrum rugosum","(L.) All.",Rapistrum,rugosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b2ce0a4f-b8cb-49f9-8ce7-bb81993764e8,http://sernecportal.org/portal/collections/individual/index.php?occid=6692427,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104700.jpg
6692428,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104701,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rapistrum rugosum","(L.) All.",Rapistrum,rugosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f144eb31-ee1b-42ac-ae1f-4e10b8f4729e,http://sernecportal.org/portal/collections/individual/index.php?occid=6692428,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104701.jpg
6692429,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104702,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rapistrum rugosum","(L.) All.",Rapistrum,rugosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:05628ca0-7acd-428f-aab2-b528b7302fda,http://sernecportal.org/portal/collections/individual/index.php?occid=6692429,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104702.jpg
6692430,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104703,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rapistrum rugosum","(L.) All.",Rapistrum,rugosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c4089c22-06cc-4eff-81b0-da9e9cbab952,http://sernecportal.org/portal/collections/individual/index.php?occid=6692430,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104703.jpg
6692431,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104704,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rapistrum rugosum","(L.) All.",Rapistrum,rugosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8e9cef60-6f35-4808-9097-c043c1135a9a,http://sernecportal.org/portal/collections/individual/index.php?occid=6692431,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104704.jpg
6692432,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104705,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rapistrum rugosum","(L.) All.",Rapistrum,rugosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:44419e77-3eb0-4076-8ec8-f726eec6c05f,http://sernecportal.org/portal/collections/individual/index.php?occid=6692432,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104705.jpg
6692435,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104712,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa indica","(L.) Hiern.",Rorippa,indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:07538633-219e-416c-957c-4290d5b4e6a8,http://sernecportal.org/portal/collections/individual/index.php?occid=6692435,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104712.jpg
6692437,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104713,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa indica","(L.) Hiern.",Rorippa,indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ca2f3d88-0fc9-481c-93d6-b7e96bfe7845,http://sernecportal.org/portal/collections/individual/index.php?occid=6692437,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104713.jpg
6692441,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104714,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa islandica","(Oeder) BorbÌÁs",Rorippa,islandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f1b5755c-fa52-461c-8bd4-2f2378867cf9,http://sernecportal.org/portal/collections/individual/index.php?occid=6692441,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104714.jpg
6692440,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104715,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa islandica","(Oeder) BorbÌÁs",Rorippa,islandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f5bddd3e-f42b-4d9c-aac4-da778b62a44f,http://sernecportal.org/portal/collections/individual/index.php?occid=6692440,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104715.jpg
6692439,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104716,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa islandica","(Oeder) BorbÌÁs",Rorippa,islandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e962808f-8225-473a-924c-8d1fb9c8179a,http://sernecportal.org/portal/collections/individual/index.php?occid=6692439,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104716.jpg
6692443,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104717,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa islandica","(Oeder) BorbÌÁs",Rorippa,islandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Kentucky,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f5a39058-2ecc-4652-b650-e5d24e9489a8,http://sernecportal.org/portal/collections/individual/index.php?occid=6692443,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104717.jpg
6692442,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104718,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa islandica","(Oeder) BorbÌÁs",Rorippa,islandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6af13d3b-b340-45c6-8463-abb18364ec34,http://sernecportal.org/portal/collections/individual/index.php?occid=6692442,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104718.jpg
6692444,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104719,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa islandica","(Oeder) BorbÌÁs",Rorippa,islandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d69b3236-abe5-498d-91ca-3f7d97e40472,http://sernecportal.org/portal/collections/individual/index.php?occid=6692444,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104719.jpg
6692445,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104720,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa islandica","(Oeder) BorbÌÁs",Rorippa,islandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:aea4ac01-b083-4610-8c2a-822646576fe4,http://sernecportal.org/portal/collections/individual/index.php?occid=6692445,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104720.jpg
6692446,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104721,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa islandica","(Oeder) BorbÌÁs",Rorippa,islandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9de683f6-c772-48b0-8e2d-2cc7f4759b52,http://sernecportal.org/portal/collections/individual/index.php?occid=6692446,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104721.jpg
6692447,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104722,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa islandica","(Oeder) BorbÌÁs",Rorippa,islandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Wyoming,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ad5b6f20-2862-42f5-9e04-7ee29566370d,http://sernecportal.org/portal/collections/individual/index.php?occid=6692447,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104722.jpg
6692448,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104723,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa palustris","(L.) Bess.",Rorippa,palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Vermont,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e59be53c-877c-406b-be2b-ebbda4e89e2c,http://sernecportal.org/portal/collections/individual/index.php?occid=6692448,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104723.jpg
6692449,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104724,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa palustris","(L.) Bess.",Rorippa,palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1fbfff59-ba6b-4afd-aa33-27adaf08507f,http://sernecportal.org/portal/collections/individual/index.php?occid=6692449,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104724.jpg
6692450,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104725,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa palustris","(L.) Bess.",Rorippa,palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Indiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f83c8b1e-8caf-4e0e-98e9-b51804e99fbb,http://sernecportal.org/portal/collections/individual/index.php?occid=6692450,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104725.jpg
6692451,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104726,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa palustris","(L.) Bess.",Rorippa,palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Indiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5aea90e6-3059-4ff1-87ac-bc0c24deed78,http://sernecportal.org/portal/collections/individual/index.php?occid=6692451,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104726.jpg
6692452,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104727,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa palustris","(L.) Bess.",Rorippa,palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",California,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2a81a557-68fb-42f4-b41d-80186ac58e63,http://sernecportal.org/portal/collections/individual/index.php?occid=6692452,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104727.jpg
6692454,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104728,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa palustris","(L.) Bess.",Rorippa,palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Virginia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7d6c5a33-cdf0-457f-ac14-1d42287d7f79,http://sernecportal.org/portal/collections/individual/index.php?occid=6692454,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104728.jpg
6692455,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104729,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa palustris","(L.) Bess.",Rorippa,palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8a156110-9cf5-4e5c-a587-67c9e5753ceb,http://sernecportal.org/portal/collections/individual/index.php?occid=6692455,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104729.jpg
6692456,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,104730,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Rorippa palustris","(L.) Bess.",Rorippa,palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1cb0ccf2-a06d-4698-a8c7-5cfea6a67584,http://sernecportal.org/portal/collections/individual/index.php?occid=6692456,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000104730.jpg
